lambda            n
2.88309067   1.50713562
2.88350634   1.50627394
2.88350634   1.50627394
2.88350634   1.50627394
2.88350634   1.50627394
2.88350634   1.50627394
2.88350634   1.50627394
2.88350634   1.50627394
2.88350634   1.50627394
2.88392213   1.50541501
2.88392213   1.50541501
2.88392213   1.50541501
2.88392213   1.50541501
2.88433804   1.50455925
2.88433804   1.50455925
2.88433804   1.50455925
2.88433804   1.50455925
2.88433804   1.50455925
2.88433804   1.50455925
2.88433804   1.50455925
2.88433804   1.50455925
2.88475407   1.50370680
2.88475407   1.50370680
2.88475407   1.50370680
2.88475407   1.50370680
2.88517023   1.50285802
2.88517023   1.50285802
2.88517023   1.50285802
2.88517023   1.50285802
2.88517023   1.50285802
2.88517023   1.50285802
2.88517023   1.50285802
2.88517023   1.50285802
2.88558650   1.50201302
2.88558650   1.50201302
2.88558650   1.50201302
2.88558650   1.50201302
2.88600289   1.50117209
2.88600289   1.50117209
2.88600289   1.50117209
2.88600289   1.50117209
2.88600289   1.50117209
2.88600289   1.50117209
2.88600289   1.50117209
2.88600289   1.50117209
2.88641940   1.50033529
2.88641940   1.50033529
2.88641940   1.50033529
2.88641940   1.50033529
2.88683603   1.49950288
2.88683603   1.49950288
2.88683603   1.49950288
2.88683603   1.49950288
2.88683603   1.49950288
2.88683603   1.49950288
2.88683603   1.49950288
2.88683603   1.49950288
2.88725278   1.49867486
2.88725278   1.49867486
2.88725278   1.49867486
2.88725278   1.49867486
2.88766965   1.49785141
2.88766965   1.49785141
2.88766965   1.49785141
2.88766965   1.49785141
2.88766965   1.49785141
2.88766965   1.49785141
2.88766965   1.49785141
2.88766965   1.49785141
2.88808664   1.49703251
2.88808664   1.49703251
2.88808664   1.49703251
2.88808664   1.49703251
2.88850376   1.49621829
2.88850376   1.49621829
2.88850376   1.49621829
2.88850376   1.49621829
2.88850376   1.49621829
2.88850376   1.49621829
2.88850376   1.49621829
2.88850376   1.49621829
2.88892099   1.49540867
2.88892099   1.49540867
2.88892099   1.49540867
2.88892099   1.49540867
2.88933834   1.49460374
2.88933834   1.49460374
2.88933834   1.49460374
2.88933834   1.49460374
2.88933834   1.49460374
2.88933834   1.49460374
2.88933834   1.49460374
2.88933834   1.49460374
2.88975582   1.49380338
2.88975582   1.49380338
2.88975582   1.49380338
2.88975582   1.49380338
2.89017341   1.49300766
2.89017341   1.49300766
2.89017341   1.49300766
2.89017341   1.49300766
2.89017341   1.49300766
2.89017341   1.49300766
2.89017341   1.49300766
2.89017341   1.49300766
2.89059113   1.49221642
2.89059113   1.49221642
2.89059113   1.49221642
2.89059113   1.49221642
2.89100896   1.49143027
2.89100896   1.49143027
2.89100896   1.49143027
2.89100896   1.49143027
2.89100896   1.49143027
2.89100896   1.49143027
2.89100896   1.49143027
2.89100896   1.49143027
2.89142692   1.49065077
2.89142692   1.49065077
2.89142692   1.49065077
2.89142692   1.49065077
2.89184500   1.48987913
2.89184500   1.48987913
2.89184500   1.48987913
2.89184500   1.48987913
2.89184500   1.48987913
2.89184500   1.48987913
2.89184500   1.48987913
2.89184500   1.48987913
2.89226320   1.48911573
2.89226320   1.48911573
2.89226320   1.48911573
2.89226320   1.48911573
2.89246324   1.48874963
2.89268152   1.48836058
2.89268152   1.48836058
2.89268152   1.48836058
2.89268152   1.48836058
2.89268152   1.48836058
2.89268152   1.48836058
2.89268152   1.48836058
2.89268152   1.48836058
2.89309996   1.48761320
2.89309996   1.48761320
2.89309996   1.48761320
2.89309996   1.48761320
2.89351852   1.48687306
2.89351852   1.48687306
2.89351852   1.48687306
2.89351852   1.48687306
2.89351852   1.48687306
2.89351852   1.48687306
2.89351852   1.48687306
2.89351852   1.48687306
2.89393720   1.48613932
2.89393720   1.48613932
2.89393720   1.48613932
2.89393720   1.48613932
2.89435601   1.48541118
2.89435601   1.48541118
2.89435601   1.48541118
2.89435601   1.48541118
2.89435601   1.48541118
2.89435601   1.48541118
2.89435601   1.48541118
2.89435601   1.48541118
2.89477493   1.48468772
2.89477493   1.48468772
2.89477493   1.48468772
2.89477493   1.48468772
2.89519398   1.48396813
2.89519398   1.48396813
2.89519398   1.48396813
2.89519398   1.48396813
2.89519398   1.48396813
2.89519398   1.48396813
2.89519398   1.48396813
2.89519398   1.48396813
2.89561315   1.48325161
2.89561315   1.48325161
2.89561315   1.48325161
2.89561315   1.48325161
2.89603244   1.48253754
2.89603244   1.48253754
2.89603244   1.48253754
2.89603244   1.48253754
2.89603244   1.48253754
2.89603244   1.48253754
2.89603244   1.48253754
2.89603244   1.48253754
2.89645185   1.48182539
2.89645185   1.48182539
2.89645185   1.48182539
2.89645185   1.48182539
2.89687138   1.48111483
2.89687138   1.48111483
2.89687138   1.48111483
2.89687138   1.48111483
2.89687138   1.48111483
2.89687138   1.48111483
2.89687138   1.48111483
2.89687138   1.48111483
2.89729103   1.48040568
2.89729103   1.48040568
2.89729103   1.48040568
2.89729103   1.48040568
2.89771081   1.47969795
2.89771081   1.47969795
2.89771081   1.47969795
2.89771081   1.47969795
2.89771081   1.47969795
2.89771081   1.47969795
2.89771081   1.47969795
2.89771081   1.47969795
2.89813071   1.47899184
2.89813071   1.47899184
2.89813071   1.47899184
2.89813071   1.47899184
2.89855072   1.47828775
2.89855072   1.47828775
2.89855072   1.47828775
2.89855072   1.47828775
2.89855072   1.47828775
2.89855072   1.47828775
2.89855072   1.47828775
2.89855072   1.47828775
2.89897087   1.47758629
2.89897087   1.47758629
2.89897087   1.47758629
2.89897087   1.47758629
2.89939113   1.47688823
2.89939113   1.47688823
2.89939113   1.47688823
2.89939113   1.47688823
2.89939113   1.47688823
2.89939113   1.47688823
2.89939113   1.47688823
2.89939113   1.47688823
2.89981151   1.47619460
2.89981151   1.47619460
2.89981151   1.47619460
2.89981151   1.47619460
2.90023202   1.47550653
2.90023202   1.47550653
2.90023202   1.47550653
2.90023202   1.47550653
2.90023202   1.47550653
2.90023202   1.47550653
2.90023202   1.47550653
2.90023202   1.47550653
2.90065265   1.47482544
2.90065265   1.47482544
2.90065265   1.47482544
2.90065265   1.47482544
2.90107340   1.47415279
2.90107340   1.47415279
2.90107340   1.47415279
2.90107340   1.47415279
2.90107340   1.47415279
2.90107340   1.47415279
2.90107340   1.47415279
2.90107340   1.47415279
2.90149427   1.47349038
2.90149427   1.47349038
2.90149427   1.47349038
2.90149427   1.47349038
2.90191526   1.47283996
2.90191526   1.47283996
2.90191526   1.47283996
2.90191526   1.47283996
2.90191526   1.47283996
2.90191526   1.47283996
2.90191526   1.47283996
2.90191526   1.47283996
2.90233638   1.47220429
2.90233638   1.47220429
2.90233638   1.47220429
2.90233638   1.47220429
2.90275762   1.47158637
2.90275762   1.47158637
2.90275762   1.47158637
2.90275762   1.47158637
2.90275762   1.47158637
2.90275762   1.47158637
2.90275762   1.47158637
2.90275762   1.47158637
2.90317898   1.47098915
2.90317898   1.47098915
2.90317898   1.47098915
2.90317898   1.47098915
2.90360046   1.47041497
2.90360046   1.47041497
2.90360046   1.47041497
2.90360046   1.47041497
2.90360046   1.47041497
2.90360046   1.47041497
2.90360046   1.47041497
2.90360046   1.47041497
2.90402207   1.46986615
2.90402207   1.46986615
2.90402207   1.46986615
2.90402207   1.46986615
2.90444380   1.46934444
2.90444380   1.46934444
2.90444380   1.46934444
2.90444380   1.46934444
2.90444380   1.46934444
2.90444380   1.46934444
2.90444380   1.46934444
2.90444380   1.46934444
2.90486565   1.46885163
2.90486565   1.46885163
2.90486565   1.46885163
2.90486565   1.46885163
2.90528762   1.46838892
2.90528762   1.46838892
2.90528762   1.46838892
2.90528762   1.46838892
2.90528762   1.46838892
2.90528762   1.46838892
2.90528762   1.46838892
2.90528762   1.46838892
2.90570972   1.46795752
2.90570972   1.46795752
2.90570972   1.46795752
2.90570972   1.46795752
2.90613194   1.46755794
2.90613194   1.46755794
2.90613194   1.46755794
2.90613194   1.46755794
2.90613194   1.46755794
2.90613194   1.46755794
2.90613194   1.46755794
2.90613194   1.46755794
2.90655428   1.46719062
2.90655428   1.46719062
2.90655428   1.46719062
2.90655428   1.46719062
2.90697674   1.46685516
2.90697674   1.46685516
2.90697674   1.46685516
2.90697674   1.46685516
2.90697674   1.46685516
2.90697674   1.46685516
2.90697674   1.46685516
2.90697674   1.46685516
2.90739933   1.46655215
2.90739933   1.46655215
2.90739933   1.46655215
2.90739933   1.46655215
2.90782204   1.46628236
2.90782204   1.46628236
2.90782204   1.46628236
2.90782204   1.46628236
2.90782204   1.46628236
2.90782204   1.46628236
2.90782204   1.46628236
2.90782204   1.46628236
2.90824487   1.46604717
2.90824487   1.46604717
2.90824487   1.46604717
2.90824487   1.46604717
2.90866783   1.46584751
2.90866783   1.46584751
2.90866783   1.46584751
2.90866783   1.46584751
2.90866783   1.46584751
2.90866783   1.46584751
2.90866783   1.46584751
2.90866783   1.46584751
2.90909091   1.46568496
2.90909091   1.46568496
2.90909091   1.46568496
2.90909091   1.46568496
2.90951411   1.46556062
2.90951411   1.46556062
2.90951411   1.46556062
2.90951411   1.46556062
2.90951411   1.46556062
2.90951411   1.46556062
2.90951411   1.46556062
2.90951411   1.46556062
2.90993744   1.46547626
2.90993744   1.46547626
2.90993744   1.46547626
2.90993744   1.46547626
2.91036088   1.46543319
2.91036088   1.46543319
2.91036088   1.46543319
2.91036088   1.46543319
2.91036088   1.46543319
2.91036088   1.46543319
2.91036088   1.46543319
2.91036088   1.46543319
2.91078446   1.46543340
2.91078446   1.46543340
2.91078446   1.46543340
2.91078446   1.46543340
2.91120815   1.46547834
2.91120815   1.46547834
2.91120815   1.46547834
2.91120815   1.46547834
2.91120815   1.46547834
2.91120815   1.46547834
2.91120815   1.46547834
2.91120815   1.46547834
2.91163197   1.46557022
2.91163197   1.46557022
2.91163197   1.46557022
2.91163197   1.46557022
2.91205591   1.46571066
2.91205591   1.46571066
2.91205591   1.46571066
2.91205591   1.46571066
2.91205591   1.46571066
2.91205591   1.46571066
2.91205591   1.46571066
2.91205591   1.46571066
2.91247998   1.46590200
2.91247998   1.46590200
2.91247998   1.46590200
2.91247998   1.46590200
2.91290417   1.46614598
2.91290417   1.46614598
2.91290417   1.46614598
2.91290417   1.46614598
2.91290417   1.46614598
2.91290417   1.46614598
2.91290417   1.46614598
2.91290417   1.46614598
2.91332848   1.46644504
2.91332848   1.46644504
2.91332848   1.46644504
2.91332848   1.46644504
2.91375291   1.46680096
2.91375291   1.46680096
2.91375291   1.46680096
2.91375291   1.46680096
2.91375291   1.46680096
2.91375291   1.46680096
2.91375291   1.46680096
2.91375291   1.46680096
2.91417747   1.46721617
2.91417747   1.46721617
2.91417747   1.46721617
2.91417747   1.46721617
2.91460216   1.46769237
2.91460216   1.46769237
2.91460216   1.46769237
2.91460216   1.46769237
2.91460216   1.46769237
2.91460216   1.46769237
2.91460216   1.46769237
2.91460216   1.46769237
2.91494879   1.46814310
2.91500000   1.46820087
2.91502696   1.46823184
2.91502696   1.46823184
2.91502696   1.46823184
2.91502696   1.46823184
2.91545190   1.46883617
2.91545190   1.46883617
2.91545190   1.46883617
2.91545190   1.46883617
2.91545190   1.46883617
2.91545190   1.46883617
2.91545190   1.46883617
2.91545190   1.46883617
2.91587695   1.46951054
2.91587695   1.46951054
2.91587695   1.46951054
2.91587695   1.46951054
2.91630213   1.47025789
2.91630213   1.47025789
2.91630213   1.47025789
2.91630213   1.47025789
2.91630213   1.47025789
2.91630213   1.47025789
2.91630213   1.47025789
2.91630213   1.47025789
2.91672743   1.47108292
2.91672743   1.47108292
2.91672743   1.47108292
2.91672743   1.47108292
2.91715286   1.47198716
2.91715286   1.47198716
2.91715286   1.47198716
2.91715286   1.47198716
2.91715286   1.47198716
2.91715286   1.47198716
2.91715286   1.47198716
2.91715286   1.47198716
2.91757841   1.47297253
2.91757841   1.47297253
2.91757841   1.47297253
2.91757841   1.47297253
2.91800409   1.47403740
2.91800409   1.47403740
2.91800409   1.47403740
2.91800409   1.47403740
2.91800409   1.47403740
2.91800409   1.47403740
2.91800409   1.47403740
2.91800409   1.47403740
2.91842988   1.47518198
2.91842988   1.47518198
2.91842988   1.47518198
2.91842988   1.47518198
2.91885581   1.47640338
2.91885581   1.47640338
2.91885581   1.47640338
2.91885581   1.47640338
2.91885581   1.47640338
2.91885581   1.47640338
2.91885581   1.47640338
2.91885581   1.47640338
2.91928186   1.47770043
2.91928186   1.47770043
2.91928186   1.47770043
2.91928186   1.47770043
2.91970803   1.47906946
2.91970803   1.47906946
2.91970803   1.47906946
2.91970803   1.47906946
2.91970803   1.47906946
2.91970803   1.47906946
2.91970803   1.47906946
2.91970803   1.47906946
2.92013433   1.48050858
2.92013433   1.48050858
2.92013433   1.48050858
2.92013433   1.48050858
2.92056075   1.48201405
2.92056075   1.48201405
2.92056075   1.48201405
2.92056075   1.48201405
2.92056075   1.48201405
2.92056075   1.48201405
2.92056075   1.48201405
2.92056075   1.48201405
2.92098729   1.48358363
2.92098729   1.48358363
2.92098729   1.48358363
2.92098729   1.48358363
2.92141396   1.48521385
2.92141396   1.48521385
2.92141396   1.48521385
2.92141396   1.48521385
2.92141396   1.48521385
2.92141396   1.48521385
2.92141396   1.48521385
2.92141396   1.48521385
2.92184076   1.48690234
2.92184076   1.48690234
2.92184076   1.48690234
2.92184076   1.48690234
2.92226768   1.48864598
2.92226768   1.48864598
2.92226768   1.48864598
2.92226768   1.48864598
2.92226768   1.48864598
2.92226768   1.48864598
2.92226768   1.48864598
2.92226768   1.48864598
2.92269472   1.49044234
2.92269472   1.49044234
2.92269472   1.49044234
2.92269472   1.49044234
2.92312189   1.49228861
2.92312189   1.49228861
2.92312189   1.49228861
2.92312189   1.49228861
2.92312189   1.49228861
2.92312189   1.49228861
2.92312189   1.49228861
2.92312189   1.49228861
2.92354919   1.49418229
2.92354919   1.49418229
2.92354919   1.49418229
2.92354919   1.49418229
2.92397661   1.49612077
2.92397661   1.49612077
2.92397661   1.49612077
2.92397661   1.49612077
2.92397661   1.49612077
2.92397661   1.49612077
2.92397661   1.49612077
2.92397661   1.49612077
2.92440415   1.49810148
2.92440415   1.49810148
2.92440415   1.49810148
2.92440415   1.49810148
2.92483182   1.50012287
2.92483182   1.50012287
2.92483182   1.50012287
2.92483182   1.50012287
2.92483182   1.50012287
2.92483182   1.50012287
2.92483182   1.50012287
2.92483182   1.50012287
2.92525962   1.50218455
2.92525962   1.50218455
2.92525962   1.50218455
2.92525962   1.50218455
2.92568754   1.50428527
2.92568754   1.50428527
2.92568754   1.50428527
2.92568754   1.50428527
2.92568754   1.50428527
2.92568754   1.50428527
2.92568754   1.50428527
2.92568754   1.50428527
2.92611558   1.50642266
2.92611558   1.50642266
2.92611558   1.50642266
2.92611558   1.50642266
2.92635570   1.50765572
2.92654375   1.50859371
2.92654375   1.50859371
2.92654375   1.50859371
2.92654375   1.50859371
2.92654375   1.50859371
2.92654375   1.50859371
2.92654375   1.50859371
2.92654375   1.50859371
2.92697205   1.51079477
2.92697205   1.51079477
2.92697205   1.51079477
2.92697205   1.51079477
2.92740047   1.51302201
2.92740047   1.51302201
2.92740047   1.51302201
2.92740047   1.51302201
2.92740047   1.51302201
2.92740047   1.51302201
2.92740047   1.51302201
2.92740047   1.51302201
2.92782901   1.51527120
2.92782901   1.51527120
2.92782901   1.51527120
2.92782901   1.51527120
2.92825769   1.51753798
2.92825769   1.51753798
2.92825769   1.51753798
2.92825769   1.51753798
2.92825769   1.51753798
2.92825769   1.51753798
2.92825769   1.51753798
2.92825769   1.51753798
2.92868648   1.51981793
2.92868648   1.51981793
2.92868648   1.51981793
2.92868648   1.51981793
2.92911541   1.52210647
2.92911541   1.52210647
2.92911541   1.52210647
2.92911541   1.52210647
2.92911541   1.52210647
2.92911541   1.52210647
2.92911541   1.52210647
2.92911541   1.52210647
2.92954446   1.52439931
2.92954446   1.52439931
2.92954446   1.52439931
2.92954446   1.52439931
2.92997363   1.52669185
2.92997363   1.52669185
2.92997363   1.52669185
2.92997363   1.52669185
2.92997363   1.52669185
2.92997363   1.52669185
2.92997363   1.52669185
2.92997363   1.52669185
2.93040293   1.52898018
2.93040293   1.52898018
2.93040293   1.52898018
2.93040293   1.52898018
2.93083236   1.53125976
2.93083236   1.53125976
2.93083236   1.53125976
2.93083236   1.53125976
2.93083236   1.53125976
2.93083236   1.53125976
2.93083236   1.53125976
2.93083236   1.53125976
2.93126191   1.53352721
2.93126191   1.53352721
2.93126191   1.53352721
2.93126191   1.53352721
2.93169159   1.53577811
2.93169159   1.53577811
2.93169159   1.53577811
2.93169159   1.53577811
2.93169159   1.53577811
2.93169159   1.53577811
2.93169159   1.53577811
2.93169159   1.53577811
2.93212139   1.53800970
2.93212139   1.53800970
2.93212139   1.53800970
2.93212139   1.53800970
2.93255132   1.54021767
2.93255132   1.54021767
2.93255132   1.54021767
2.93255132   1.54021767
2.93255132   1.54021767
2.93255132   1.54021767
2.93255132   1.54021767
2.93255132   1.54021767
